source,id,name,url
UMLS,C0003864,Arthritis,https://uts.nlm.nih.gov/uts/umls/concept/C0003864
UMLS,C0003873,Rheumatoid Arthritis,https://uts.nlm.nih.gov/uts/umls/concept/C0003873
UMLS,C0004112,Astrocytes,https://uts.nlm.nih.gov/uts/umls/concept/C0004112
UMLS,C0004153,Atherosclerosis,https://uts.nlm.nih.gov/uts/umls/concept/C0004153
UMLS,C0004359,Autoantigens,https://uts.nlm.nih.gov/uts/umls/concept/C0004359
UMLS,C0004610,Bacteremia,https://uts.nlm.nih.gov/uts/umls/concept/C0004610
UMLS,C0005586,Bipolar Disorder,https://uts.nlm.nih.gov/uts/umls/concept/C0005586
UMLS,C0005789,Blood Coagulation Factor,https://uts.nlm.nih.gov/uts/umls/concept/C0005789
UMLS,C0005821,Blood Platelets,https://uts.nlm.nih.gov/uts/umls/concept/C0005821
UMLS,C0006685,Calcium Channel,https://uts.nlm.nih.gov/uts/umls/concept/C0006685
UMLS,C0006826,Malignant Neoplasms,https://uts.nlm.nih.gov/uts/umls/concept/C0006826
UMLS,C0007033,Carbonic Anhydrase I,https://uts.nlm.nih.gov/uts/umls/concept/C0007033
UMLS,C0007034,Carbonic Anhydrase II,https://uts.nlm.nih.gov/uts/umls/concept/C0007034
UMLS,C0007188,Cardiolipins,https://uts.nlm.nih.gov/uts/umls/concept/C0007188
UMLS,C0007570,Celiac Disease,https://uts.nlm.nih.gov/uts/umls/concept/C0007570
UMLS,C0007610,Cell Nucleus,https://uts.nlm.nih.gov/uts/umls/concept/C0007610
UMLS,C0007709,Centromere,https://uts.nlm.nih.gov/uts/umls/concept/C0007709
UMLS,C0007758,Cerebellar Ataxia,https://uts.nlm.nih.gov/uts/umls/concept/C0007758
UMLS,C0009324,Ulcerative Colitis,https://uts.nlm.nih.gov/uts/umls/concept/C0009324
UMLS,C0009326,Collagen Diseases,https://uts.nlm.nih.gov/uts/umls/concept/C0009326
UMLS,C0009331,collagen type II,https://uts.nlm.nih.gov/uts/umls/concept/C0009331
UMLS,C0009333,Collagen Type IV,https://uts.nlm.nih.gov/uts/umls/concept/C0009333
UMLS,C0009337,Collagen Type VII,https://uts.nlm.nih.gov/uts/umls/concept/C0009337
UMLS,C0009402,Colorectal Carcinoma,https://uts.nlm.nih.gov/uts/umls/concept/C0009402
UMLS,C0009502,Complement C1q,https://uts.nlm.nih.gov/uts/umls/concept/C0009502
UMLS,C0009507,Complement C3 Convertases,https://uts.nlm.nih.gov/uts/umls/concept/C0009507
UMLS,C0009782,Connective Tissue Diseases,https://uts.nlm.nih.gov/uts/umls/concept/C0009782
UMLS,C0011633,Dermatomyositis,https://uts.nlm.nih.gov/uts/umls/concept/C0011633
UMLS,C0011854,"Diabetes Mellitus, Insulin-Dependent",https://uts.nlm.nih.gov/uts/umls/concept/C0011854
UMLS,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",https://uts.nlm.nih.gov/uts/umls/concept/C0011860
UMLS,C0014175,Endometriosis,https://uts.nlm.nih.gov/uts/umls/concept/C0014175
UMLS,C0014742,Erythema Multiforme,https://uts.nlm.nih.gov/uts/umls/concept/C0014742
UMLS,C0014792,Erythrocytes,https://uts.nlm.nih.gov/uts/umls/concept/C0014792
UMLS,C0015522,Factor XI,https://uts.nlm.nih.gov/uts/umls/concept/C0015522
UMLS,C0015528,factor XIII,https://uts.nlm.nih.gov/uts/umls/concept/C0015528
UMLS,C0016006,fibrinogen,https://uts.nlm.nih.gov/uts/umls/concept/C0016006
UMLS,C0016895,Ganglioside GM1,https://uts.nlm.nih.gov/uts/umls/concept/C0016895
UMLS,C0016897,G(M3) Ganglioside,https://uts.nlm.nih.gov/uts/umls/concept/C0016897
UMLS,C0017082,Gangliosides,https://uts.nlm.nih.gov/uts/umls/concept/C0017082
UMLS,C0017622,Gliadin,https://uts.nlm.nih.gov/uts/umls/concept/C0017622
UMLS,C0017785,Glutamate Decarboxylase,https://uts.nlm.nih.gov/uts/umls/concept/C0017785
UMLS,C0017983,Glycine-tRNA Ligase,https://uts.nlm.nih.gov/uts/umls/concept/C0017983
UMLS,C0019611,Histidine-tRNA Ligase,https://uts.nlm.nih.gov/uts/umls/concept/C0019611
UMLS,C0019644,Histone H1,https://uts.nlm.nih.gov/uts/umls/concept/C0019644
UMLS,C0019646,Histone H2a,https://uts.nlm.nih.gov/uts/umls/concept/C0019646
UMLS,C0019647,Histone H3,https://uts.nlm.nih.gov/uts/umls/concept/C0019647
UMLS,C0019652,Histones,https://uts.nlm.nih.gov/uts/umls/concept/C0019652
UMLS,C0019728,HLA-A Antigens,https://uts.nlm.nih.gov/uts/umls/concept/C0019728
UMLS,C0019729,HLA-A DNA Probes,https://uts.nlm.nih.gov/uts/umls/concept/C0019729
UMLS,C0019730,,https://uts.nlm.nih.gov/uts/umls/concept/C0019730
UMLS,C0019737,HLA-B Antigens,https://uts.nlm.nih.gov/uts/umls/concept/C0019737
UMLS,C0019738,HLA-B DNA Probes,https://uts.nlm.nih.gov/uts/umls/concept/C0019738
UMLS,C0019739,,https://uts.nlm.nih.gov/uts/umls/concept/C0019739
UMLS,C0019751,HLA-C Antigens,https://uts.nlm.nih.gov/uts/umls/concept/C0019751
UMLS,C0019799,HMGN2 Protein,https://uts.nlm.nih.gov/uts/umls/concept/C0019799
UMLS,C0021033,Immunoglobulin gamma-Chains,https://uts.nlm.nih.gov/uts/umls/concept/C0021033
UMLS,C0021359,Infertility,https://uts.nlm.nih.gov/uts/umls/concept/C0021359
UMLS,C0021390,Inflammatory Bowel Diseases,https://uts.nlm.nih.gov/uts/umls/concept/C0021390
UMLS,C0021701,Integrins,https://uts.nlm.nih.gov/uts/umls/concept/C0021701
UMLS,C0021743,Interferon Type I,https://uts.nlm.nih.gov/uts/umls/concept/C0021743
UMLS,C0021745,interferon type II,https://uts.nlm.nih.gov/uts/umls/concept/C0021745
UMLS,C0021764,Interleukins,https://uts.nlm.nih.gov/uts/umls/concept/C0021764
UMLS,C0021918,intrinsic factor,https://uts.nlm.nih.gov/uts/umls/concept/C0021918
UMLS,C0022131,Islets of Langerhans,https://uts.nlm.nih.gov/uts/umls/concept/C0022131
UMLS,C0022194,Isoleucine-tRNA Ligase,https://uts.nlm.nih.gov/uts/umls/concept/C0022194
UMLS,C0022626,Ketoglutarate Dehydrogenase Complex,https://uts.nlm.nih.gov/uts/umls/concept/C0022626
UMLS,C0022942,lactoferrin,https://uts.nlm.nih.gov/uts/umls/concept/C0022942
UMLS,C0022984,Laminin,https://uts.nlm.nih.gov/uts/umls/concept/C0022984
UMLS,C0023884,Liver,https://uts.nlm.nih.gov/uts/umls/concept/C0023884
UMLS,C0024143,Lupus Nephritis,https://uts.nlm.nih.gov/uts/umls/concept/C0024143
UMLS,C0024537,"Malaria, Vivax",https://uts.nlm.nih.gov/uts/umls/concept/C0024537
UMLS,C0026237,Mitochondria,https://uts.nlm.nih.gov/uts/umls/concept/C0026237
UMLS,C0026975,Myelitis,https://uts.nlm.nih.gov/uts/umls/concept/C0026975
UMLS,C0027121,Myositis,https://uts.nlm.nih.gov/uts/umls/concept/C0027121
UMLS,C0027869,Neuromuscular Junction,https://uts.nlm.nih.gov/uts/umls/concept/C0027869
UMLS,C0027882,Neurons,https://uts.nlm.nih.gov/uts/umls/concept/C0027882
UMLS,C0027950,neutrophil,https://uts.nlm.nih.gov/uts/umls/concept/C0027950
UMLS,C0028587,Nuclear Pore,https://uts.nlm.nih.gov/uts/umls/concept/C0028587
UMLS,C0028609,Nucleolus Organizer Region,https://uts.nlm.nih.gov/uts/umls/concept/C0028609
UMLS,C0028850,Ocular Motility Disorders,https://uts.nlm.nih.gov/uts/umls/concept/C0028850
UMLS,C0029134,Optic Neuritis,https://uts.nlm.nih.gov/uts/umls/concept/C0029134
UMLS,C0029456,Osteoporosis,https://uts.nlm.nih.gov/uts/umls/concept/C0029456
UMLS,C0030326,Panniculitis,https://uts.nlm.nih.gov/uts/umls/concept/C0030326
UMLS,C0030580,Parotid Gland,https://uts.nlm.nih.gov/uts/umls/concept/C0030580
UMLS,C0030807,Pemphigus,https://uts.nlm.nih.gov/uts/umls/concept/C0030807
UMLS,C0031046,Pericarditis,https://uts.nlm.nih.gov/uts/umls/concept/C0031046
UMLS,C0031460,Phenylalanine-tRNA Ligase,https://uts.nlm.nih.gov/uts/umls/concept/C0031460
UMLS,C0031610,Phosphatidic Acid,https://uts.nlm.nih.gov/uts/umls/concept/C0031610
UMLS,C0031619,Phosphatidylglycerols,https://uts.nlm.nih.gov/uts/umls/concept/C0031619
UMLS,C0031621,phosphatidylinositols,https://uts.nlm.nih.gov/uts/umls/concept/C0031621
UMLS,C0031623,Phosphatidylserines,https://uts.nlm.nih.gov/uts/umls/concept/C0031623
UMLS,C0032005,Pituitary Gland,https://uts.nlm.nih.gov/uts/umls/concept/C0032005
UMLS,C0033679,Transglutaminases,https://uts.nlm.nih.gov/uts/umls/concept/C0033679
UMLS,C0033706,prothrombin,https://uts.nlm.nih.gov/uts/umls/concept/C0033706
UMLS,C0034143,Purkinje Cells,https://uts.nlm.nih.gov/uts/umls/concept/C0034143
UMLS,C0034667,Ranvier's Nodes,https://uts.nlm.nih.gov/uts/umls/concept/C0034667
UMLS,C0034807,GABA-A Receptor,https://uts.nlm.nih.gov/uts/umls/concept/C0034807
UMLS,C0034818,Insulin Receptor,https://uts.nlm.nih.gov/uts/umls/concept/C0034818
UMLS,C0034830,Nicotinic Receptors,https://uts.nlm.nih.gov/uts/umls/concept/C0034830
UMLS,C0034844,Thyrotropin Receptor,https://uts.nlm.nih.gov/uts/umls/concept/C0034844
UMLS,C0035285,Reticulin,https://uts.nlm.nih.gov/uts/umls/concept/C0035285
UMLS,C0035680,RNA Polymerase III,https://uts.nlm.nih.gov/uts/umls/concept/C0035680
UMLS,C0036098,Salivary Glands,https://uts.nlm.nih.gov/uts/umls/concept/C0036098
UMLS,C0036225,Sarcomeres,https://uts.nlm.nih.gov/uts/umls/concept/C0036225
UMLS,C0036341,Schizophrenia,https://uts.nlm.nih.gov/uts/umls/concept/C0036341
UMLS,C0037900,Sphingolipids,https://uts.nlm.nih.gov/uts/umls/concept/C0037900
UMLS,C0038302,Steroid 17-alpha-Hydroxylase,https://uts.nlm.nih.gov/uts/umls/concept/C0038302
UMLS,C0038727,Sulfoglycosphingolipids,https://uts.nlm.nih.gov/uts/umls/concept/C0038727
UMLS,C0039263,Takayasu Arteritis,https://uts.nlm.nih.gov/uts/umls/concept/C0039263
UMLS,C0040100,Thymoma,https://uts.nlm.nih.gov/uts/umls/concept/C0040100
UMLS,C0040123,thyroglobulin,https://uts.nlm.nih.gov/uts/umls/concept/C0040123
UMLS,C0040132,Thyroid Gland,https://uts.nlm.nih.gov/uts/umls/concept/C0040132
UMLS,C0041178,trophoblast,https://uts.nlm.nih.gov/uts/umls/concept/C0041178
UMLS,C0041197,Tropomyosin,https://uts.nlm.nih.gov/uts/umls/concept/C0041197
UMLS,C0041497,Tyrosine-tRNA Ligase,https://uts.nlm.nih.gov/uts/umls/concept/C0041497
UMLS,C0042666,Vimentin,https://uts.nlm.nih.gov/uts/umls/concept/C0042666
UMLS,C0042971,von Willebrand factor,https://uts.nlm.nih.gov/uts/umls/concept/C0042971
UMLS,C0051334,alpha7 Nicotinic Acetylcholine Receptor,https://uts.nlm.nih.gov/uts/umls/concept/C0051334
UMLS,C0052495,Asialoglycoprotein Receptor,https://uts.nlm.nih.gov/uts/umls/concept/C0052495
UMLS,C0052887,GABA-B Receptor,https://uts.nlm.nih.gov/uts/umls/concept/C0052887
UMLS,C0054218,Collagen Type XVII,https://uts.nlm.nih.gov/uts/umls/concept/C0054218
UMLS,C0055060,centromere protein C,https://uts.nlm.nih.gov/uts/umls/concept/C0055060
UMLS,C0056207,COMPLEMENT FACTOR H,https://uts.nlm.nih.gov/uts/umls/concept/C0056207
UMLS,C0057555,desmoplakin,https://uts.nlm.nih.gov/uts/umls/concept/C0057555
UMLS,C0060320,fibrillarin,https://uts.nlm.nih.gov/uts/umls/concept/C0060320
UMLS,C0061101,"ganglioside, GD1a",https://uts.nlm.nih.gov/uts/umls/concept/C0061101
UMLS,C0061102,"ganglioside, GD1b",https://uts.nlm.nih.gov/uts/umls/concept/C0061102
UMLS,C0061106,"ganglioside, GM4",https://uts.nlm.nih.gov/uts/umls/concept/C0061106
UMLS,C0061605,Glycine Receptors,https://uts.nlm.nih.gov/uts/umls/concept/C0061605
UMLS,C0061671,"ITGA2B protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C0061671
UMLS,C0061847,GQ1b ganglioside,https://uts.nlm.nih.gov/uts/umls/concept/C0061847
UMLS,C0064533,Asparagine-tRNA ligase,https://uts.nlm.nih.gov/uts/umls/concept/C0064533
UMLS,C0067033,Myeloblastin,https://uts.nlm.nih.gov/uts/umls/concept/C0067033
UMLS,C0069428,Oligodendrocyte-Myelin Glycoprotein,https://uts.nlm.nih.gov/uts/umls/concept/C0069428
UMLS,C0070121,"BPIFA2 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C0070121
UMLS,C0071766,H(+)-K(+)-Exchanging ATPase,https://uts.nlm.nih.gov/uts/umls/concept/C0071766
UMLS,C0075129,SS-A antigen,https://uts.nlm.nih.gov/uts/umls/concept/C0075129
UMLS,C0077299,GT1a-ganglioside,https://uts.nlm.nih.gov/uts/umls/concept/C0077299
UMLS,C0079189,cytokine,https://uts.nlm.nih.gov/uts/umls/concept/C0079189
UMLS,C0079460,Granulocyte-Macrophage Colony-Stimulating Factor,https://uts.nlm.nih.gov/uts/umls/concept/C0079460
UMLS,C0079633,interleukin-8,https://uts.nlm.nih.gov/uts/umls/concept/C0079633
UMLS,C0080055,Protein p53,https://uts.nlm.nih.gov/uts/umls/concept/C0080055
UMLS,C0083804,"NUP210 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C0083804
UMLS,C0085278,Antiphospholipid Syndrome,https://uts.nlm.nih.gov/uts/umls/concept/C0085278
UMLS,C0085355,Human Platelet Antigens,https://uts.nlm.nih.gov/uts/umls/concept/C0085355
UMLS,C0085584,Encephalopathies,https://uts.nlm.nih.gov/uts/umls/concept/C0085584
UMLS,C0085642,Livedo Reticularis,https://uts.nlm.nih.gov/uts/umls/concept/C0085642
UMLS,C0086411,Histone H2b,https://uts.nlm.nih.gov/uts/umls/concept/C0086411
UMLS,C0113219,Desmoplakin 1,https://uts.nlm.nih.gov/uts/umls/concept/C0113219
UMLS,C0113220,Desmoplakin 2,https://uts.nlm.nih.gov/uts/umls/concept/C0113220
UMLS,C0117080,Extractable Nuclear Antigens,https://uts.nlm.nih.gov/uts/umls/concept/C0117080
UMLS,C0120409,GT1b-ganglioside,https://uts.nlm.nih.gov/uts/umls/concept/C0120409
UMLS,C0122547,ELAV-Like Protein 4,https://uts.nlm.nih.gov/uts/umls/concept/C0122547
UMLS,C0122577,"complement factor H, human",https://uts.nlm.nih.gov/uts/umls/concept/C0122577
UMLS,C0123759,interleukin-12,https://uts.nlm.nih.gov/uts/umls/concept/C0123759
UMLS,C0124761,Ku autoantigen,https://uts.nlm.nih.gov/uts/umls/concept/C0124761
UMLS,C0125261,lamin C,https://uts.nlm.nih.gov/uts/umls/concept/C0125261
UMLS,C0142661,Small Nuclear Ribonucleoproteins,https://uts.nlm.nih.gov/uts/umls/concept/C0142661
UMLS,C0142996,soluble liver antigen,https://uts.nlm.nih.gov/uts/umls/concept/C0142996
UMLS,C0146283,"TP53 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C0146283
UMLS,C0147543,"Ribonucleoprotein, U5 Small Nuclear",https://uts.nlm.nih.gov/uts/umls/concept/C0147543
UMLS,C0162795,"Ribonucleoprotein, U1 Small Nuclear",https://uts.nlm.nih.gov/uts/umls/concept/C0162795
UMLS,C0162796,"Ribonucleoprotein, U2 Small Nuclear",https://uts.nlm.nih.gov/uts/umls/concept/C0162796
UMLS,C0162797,"Ribonucleoproteins, U4 Small Nuclear",https://uts.nlm.nih.gov/uts/umls/concept/C0162797
UMLS,C0166814,integrin alphavbeta6,https://uts.nlm.nih.gov/uts/umls/concept/C0166814
UMLS,C0171955,laminin-5,https://uts.nlm.nih.gov/uts/umls/concept/C0171955
UMLS,C0206139,"Lichen Planus, Oral",https://uts.nlm.nih.gov/uts/umls/concept/C0206139
UMLS,C0208804,Ki-67 Antigen,https://uts.nlm.nih.gov/uts/umls/concept/C0208804
UMLS,C0211525,"ROR1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C0211525
UMLS,C0230770,"Endoplasmic reticulum, membrane",https://uts.nlm.nih.gov/uts/umls/concept/C0230770
UMLS,C0235618,Proliferative glomerulonephritis,https://uts.nlm.nih.gov/uts/umls/concept/C0235618
UMLS,C0238049,Adult form of celiac disease,https://uts.nlm.nih.gov/uts/umls/concept/C0238049
UMLS,C0242609,Kinetochores,https://uts.nlm.nih.gov/uts/umls/concept/C0242609
UMLS,C0245807,LKM-3,https://uts.nlm.nih.gov/uts/umls/concept/C0245807
UMLS,C0256015,protein kinase C gamma,https://uts.nlm.nih.gov/uts/umls/concept/C0256015
UMLS,C0256204,nuclear matrix protein 2,https://uts.nlm.nih.gov/uts/umls/concept/C0256204
UMLS,C0258665,laminin gamma 1,https://uts.nlm.nih.gov/uts/umls/concept/C0258665
UMLS,C0264939,Systemic Vasculitis,https://uts.nlm.nih.gov/uts/umls/concept/C0264939
UMLS,C0267642,Childhood celiac disease,https://uts.nlm.nih.gov/uts/umls/concept/C0267642
UMLS,C0268274,"Gangliosidoses, GM2",https://uts.nlm.nih.gov/uts/umls/concept/C0268274
UMLS,C0282554,chemokine,https://uts.nlm.nih.gov/uts/umls/concept/C0282554
UMLS,C0286249,LKM-1,https://uts.nlm.nih.gov/uts/umls/concept/C0286249
UMLS,C0288263,L-Type Calcium Channels,https://uts.nlm.nih.gov/uts/umls/concept/C0288263
UMLS,C0299095,Kv1.4 Potassium Channel,https://uts.nlm.nih.gov/uts/umls/concept/C0299095
UMLS,C0300895,"ENO1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C0300895
UMLS,C0301704,phosphatidylserine,https://uts.nlm.nih.gov/uts/umls/concept/C0301704
UMLS,C0304925,"albumin human, USP",https://uts.nlm.nih.gov/uts/umls/concept/C0304925
UMLS,C0311474,"DNA, Double-Stranded",https://uts.nlm.nih.gov/uts/umls/concept/C0311474
UMLS,C0379610,"EXOSC10 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C0379610
UMLS,C0381678,"MUSK protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C0381678
UMLS,C0385096,GluK2 Kainate Receptor,https://uts.nlm.nih.gov/uts/umls/concept/C0385096
UMLS,C0391612,envoplakin,https://uts.nlm.nih.gov/uts/umls/concept/C0391612
UMLS,C0504097,Endomysium,https://uts.nlm.nih.gov/uts/umls/concept/C0504097
UMLS,C0527057,"FGFR3 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C0527057
UMLS,C0529334,transglutaminase 2,https://uts.nlm.nih.gov/uts/umls/concept/C0529334
UMLS,C0530779,NMDA receptor A1,https://uts.nlm.nih.gov/uts/umls/concept/C0530779
UMLS,C0532728,"PTPRN2 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C0532728
UMLS,C0535872,"IFNA2 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C0535872
UMLS,C0598988,Nuclear Pore Complex,https://uts.nlm.nih.gov/uts/umls/concept/C0598988
UMLS,C0599297,Glomerular Basement Membrane,https://uts.nlm.nih.gov/uts/umls/concept/C0599297
UMLS,C0599990,Blood group p phenotype (finding),https://uts.nlm.nih.gov/uts/umls/concept/C0599990
UMLS,C0606869,Eukaryotic Initiation Factor-2B,https://uts.nlm.nih.gov/uts/umls/concept/C0606869
UMLS,C0608437,"CYP2C9 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C0608437
UMLS,C0611285,"APP protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C0611285
UMLS,C0626645,"ITPR1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C0626645
UMLS,C0652711,amphiphysin I,https://uts.nlm.nih.gov/uts/umls/concept/C0652711
UMLS,C0659407,threonyl tRNA synthetase kinase,https://uts.nlm.nih.gov/uts/umls/concept/C0659407
UMLS,C0667268,voltage-dependent calcium channel (P-Q type),https://uts.nlm.nih.gov/uts/umls/concept/C0667268
UMLS,C0672520,"RO60 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C0672520
UMLS,C0676832,"SEPTIN7 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C0676832
UMLS,C0677607,Hashimoto Disease,https://uts.nlm.nih.gov/uts/umls/concept/C0677607
UMLS,C0682610,Enterocytes,https://uts.nlm.nih.gov/uts/umls/concept/C0682610
UMLS,C0724584,"coagulation factor IX, human",https://uts.nlm.nih.gov/uts/umls/concept/C0724584
UMLS,C0753882,"GPS1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C0753882
UMLS,C0758772,"MAG protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C0758772
UMLS,C0761756,"LGI1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C0761756
UMLS,C0764888,Ma1 antigen,https://uts.nlm.nih.gov/uts/umls/concept/C0764888
UMLS,C0766577,adenylate kinase 5,https://uts.nlm.nih.gov/uts/umls/concept/C0766577
UMLS,C0767862,laminin-6,https://uts.nlm.nih.gov/uts/umls/concept/C0767862
UMLS,C0814023,Voltage-Gated Potassium Channel,https://uts.nlm.nih.gov/uts/umls/concept/C0814023
UMLS,C0887867,Cell Membrane Structures,https://uts.nlm.nih.gov/uts/umls/concept/C0887867
UMLS,C0893173,"PSME3 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C0893173
UMLS,C0893390,"Homer Protein Homolog 3, human",https://uts.nlm.nih.gov/uts/umls/concept/C0893390
UMLS,C0910226,"LAMC2 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C0910226
UMLS,C0911154,"NOVA1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C0911154
UMLS,C0914905,NR1 NMDA receptor,https://uts.nlm.nih.gov/uts/umls/concept/C0914905
UMLS,C0917705,alpha-Actinin,https://uts.nlm.nih.gov/uts/umls/concept/C0917705
UMLS,C0917729,Ryanodine Receptors,https://uts.nlm.nih.gov/uts/umls/concept/C0917729
UMLS,C0950877,"GNAL protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C0950877
UMLS,C0960948,Mi-2 Nucleosome Remodeling and Deacetylase Complex,https://uts.nlm.nih.gov/uts/umls/concept/C0960948
UMLS,C0961444,"SRRM2 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C0961444
UMLS,C0961675,"DPYSL5 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C0961675
UMLS,C0963088,interleukin-23,https://uts.nlm.nih.gov/uts/umls/concept/C0963088
UMLS,C0966004,"SEPT3 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C0966004
UMLS,C1099474,NMDA receptor 2B,https://uts.nlm.nih.gov/uts/umls/concept/C1099474
UMLS,C1120857,"RUVBL2 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1120857
UMLS,C1121402,Interleukin-12 Subunit p40,https://uts.nlm.nih.gov/uts/umls/concept/C1121402
UMLS,C1121403,Interleukin-12 Subunit p35,https://uts.nlm.nih.gov/uts/umls/concept/C1121403
UMLS,C1121863,"SPTBN1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1121863
UMLS,C1138427,Integrin alphaVbeta3,https://uts.nlm.nih.gov/uts/umls/concept/C1138427
UMLS,C1143934,"RUVBL1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1143934
UMLS,C1144026,"EIF2C2 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1144026
UMLS,C1144101,"ARHGAP10 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1144101
UMLS,C1144186,"CACNA1A protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1144186
UMLS,C1144523,"TNRC6A protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1144523
UMLS,C1167082,ribonuclease MRP complex,https://uts.nlm.nih.gov/uts/umls/concept/C1167082
UMLS,C1172465,"H2AX protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1172465
UMLS,C1180307,F-Actin,https://uts.nlm.nih.gov/uts/umls/concept/C1180307
UMLS,C1181052,Thyroid Gland Follicular Cell,https://uts.nlm.nih.gov/uts/umls/concept/C1181052
UMLS,C1257727,"DNER protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1257727
UMLS,C1258810,"laminin 11 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1258810
UMLS,C1259328,"CNTNAP1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1259328
UMLS,C1259521,"MAP1B protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1259521
UMLS,C1306951,"SAE1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1306951
UMLS,C1306952,"UBA2 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1306952
UMLS,C1307126,"factor VIII, human",https://uts.nlm.nih.gov/uts/umls/concept/C1307126
UMLS,C1308614,"TNFRSF11B protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1308614
UMLS,C1310463,"IFIH1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1310463
UMLS,C1310468,"RIGI protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1310468
UMLS,C1311420,carbonic anhydrase VI,https://uts.nlm.nih.gov/uts/umls/concept/C1311420
UMLS,C1312886,"YBX1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1312886
UMLS,C1314894,"Col4A3 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1314894
UMLS,C1317156,Branched chain keto-acid dehydrogenase complex,https://uts.nlm.nih.gov/uts/umls/concept/C1317156
UMLS,C1325603,Azurophil granule,https://uts.nlm.nih.gov/uts/umls/concept/C1325603
UMLS,C1325730,ribonuclease P complex,https://uts.nlm.nih.gov/uts/umls/concept/C1325730
UMLS,C1327377,Protein Carbamylation,https://uts.nlm.nih.gov/uts/umls/concept/C1327377
UMLS,C1384547,"DSC1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1384547
UMLS,C1408181,Neuropathy (motor and sensory),https://uts.nlm.nih.gov/uts/umls/concept/C1408181
UMLS,C1429398,"DLAT protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1429398
UMLS,C1429413,"ARHGAP26 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1429413
UMLS,C1429427,"TPO protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1429427
UMLS,C1429685,"DSG3 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1429685
UMLS,C1431072,"SEPTIN5 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1431072
UMLS,C1431692,"TBX19 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1431692
UMLS,C1432339,"IL17F protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1432339
UMLS,C1437025,"DST protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1437025
UMLS,C1437033,"AGO1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1437033
UMLS,C1438060,"CDR2 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1438060
UMLS,C1438672,"CNTNAP2 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1438672
UMLS,C1440702,Histone H2a+H2b,https://uts.nlm.nih.gov/uts/umls/concept/C1440702
UMLS,C1447097,"CA8 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1447097
